iter	Accuracy	Logloss
874	0.9930486594	0.01493373166
875	0.9930486594	0.0149250719
876	0.9930486594	0.01491754492
877	0.9930486594	0.01490821325
878	0.9930486594	0.01490184854
879	0.9930486594	0.01489445535
880	0.9930486594	0.01488657511
881	0.9930486594	0.01487885847
882	0.9930486594	0.01487097712
883	0.9930486594	0.01486357225
884	0.9930486594	0.01485705942
885	0.9930486594	0.01484890363
886	0.9930486594	0.01484151924
887	0.9930486594	0.01483451777
888	0.9930486594	0.01482477332
889	0.9930486594	0.014816991
890	0.9930486594	0.01480977404
891	0.9930486594	0.01480355557
892	0.9930486594	0.01479472326
893	0.9930486594	0.01478592343
894	0.9930486594	0.0147773918
895	0.9930486594	0.01477081868
896	0.9930486594	0.01476477669
897	0.9930486594	0.01475887853
898	0.9930486594	0.01474950865
899	0.9930486594	0.014744447
900	0.9930486594	0.01473824134
901	0.9930486594	0.01473329383
902	0.9930486594	0.01472765167
903	0.9930486594	0.01472052405
904	0.9930486594	0.01471492288
905	0.9930486594	0.01470773765
906	0.9930486594	0.01470273917
907	0.9930486594	0.01469580869
908	0.9930486594	0.01468978712
909	0.9930486594	0.01468395363
910	0.9930486594	0.01467940939
911	0.9930486594	0.0146722188
912	0.9930486594	0.01466560121
913	0.9930486594	0.01465908479
914	0.9930486594	0.01465234543
915	0.9930486594	0.01464618755
916	0.9930486594	0.01463913528
917	0.9930486594	0.01463352963
918	0.9930486594	0.01462663603
919	0.9930486594	0.01461893613
920	0.9930486594	0.01461251968
921	0.9930486594	0.01460753555
922	0.9930486594	0.01460275646
923	0.9930486594	0.01459756808
924	0.9930486594	0.01458931002
925	0.9930486594	0.01458278709
926	0.9930486594	0.01457795039
927	0.9930486594	0.01456956491
928	0.9930486594	0.01456373157
929	0.9930486594	0.01455728372
930	0.9930486594	0.01455172133
931	0.9930486594	0.01454491315
932	0.9930486594	0.01453911477
933	0.9930486594	0.01453334274
934	0.9930486594	0.01452717915
935	0.9930486594	0.01452090197
936	0.9930486594	0.01451626054
937	0.9930486594	0.01451058929
938	0.9930486594	0.01450349011
939	0.9930486594	0.01449766859
940	0.9930486594	0.01449236541
941	0.9930486594	0.01448733157
942	0.9930486594	0.01448181777
943	0.9930486594	0.01447547001
944	0.9930486594	0.01447068574
945	0.9930486594	0.01446215562
946	0.9930486594	0.01445708735
947	0.9930486594	0.01445203969
948	0.9930486594	0.01444508601
949	0.9930486594	0.0144402439
950	0.9930486594	0.01443359946
951	0.9930486594	0.0144276052
952	0.9930486594	0.01442108052
953	0.9930486594	0.01441547407
954	0.9930486594	0.01441051454
955	0.9930486594	0.01440367294
956	0.9930486594	0.01439660118
957	0.9930486594	0.01439046347
958	0.9930486594	0.01438523281
959	0.9930486594	0.01437998214
960	0.9930486594	0.01437232269
961	0.9930486594	0.0143674939
962	0.9930486594	0.01436284228
963	0.9930486594	0.0143557293
964	0.9930486594	0.01435082273
965	0.9930486594	0.01434628876
966	0.9930486594	0.01434143131
967	0.9930486594	0.01433570465
968	0.9930486594	0.01433084613
969	0.9930486594	0.01432478508
970	0.9930486594	0.01431950126
971	0.9930486594	0.01431455292
972	0.9930486594	0.01430964077
973	0.9930486594	0.01430390002
974	0.9930486594	0.01429943085
975	0.9930486594	0.01429371973
976	0.9930486594	0.01428756664
977	0.9930486594	0.01428291124
978	0.9930486594	0.01427594704
979	0.9930486594	0.01427187847
980	0.9930486594	0.01426473579
981	0.9930486594	0.01425722376
982	0.9930486594	0.01425131972
983	0.9930486594	0.01424599444
984	0.9930486594	0.01423829112
985	0.9930486594	0.01423066715
986	0.9930486594	0.01422508046
987	0.9930486594	0.01422050298
988	0.9930486594	0.01421599325
989	0.9930486594	0.01420974515
990	0.9930486594	0.01420478122
991	0.9930486594	0.01419941177
992	0.9930486594	0.01419409619
993	0.9930486594	0.01418914336
994	0.9930486594	0.01418353138
995	0.9930486594	0.01417855356
996	0.9930486594	0.01417254999
997	0.9930486594	0.01416690634
998	0.9930486594	0.01416144077
999	0.9930486594	0.0141567865
